URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://px.moatads.com/pixel.gif?e=9&q=0&hp=1&wf=0&vb=-1&kq=3&lo=0&uk=null&pk=0&wk=0&rk=0&tk=0&ak=-&i=IHEARTRADIO2&qn=(%2BIb%7Cj8o%3FJ%7D_s4rU8tLK%3AaooxD.(%3DN4kl%2FNEXo*XsVv%5E%258Ks%26Oiy7p%3B%3F6UOHY4XV6%5B5.%5Eh%3C6HuZzAbLihL%3BggqhB3UZ%2F66bJN7QB5%5D0cxz%3B(IA%24Jz_%7CX~iKB%3DK%2C%7BSC7%25%40qwMoI3%2B%3BggqhB3U4(%5B*rUo8Ov%3Cm%7CzrIczVERj6l8%3D%3Dh_GW3r4O5FN6tc3%3Dohd8y%23(%7DMcpY%3CZ.T%5B%2B%22gbzbSSr1r4YvKUntB&th=4195474940&tf=nMzjG---CSa7H-yVVQZE-RmQ59C-bW7W9B-nMzjG-&vi=111111&qp=00010&is=BBBBB2IUBBBvGl2BWCBBtBBBBRBsqBBB8csrBu0rCFEBBCRBeeBS2hWTBQSQeQ8OBBsBYggyUig0CBBWZBBBBCCCCCCBBBBBiOfnBBBBB7OxBbBBvBtJBHXBBBBBBBBBC9B8oBXcBXBR76BUUsJHCp7zzKmeqJBBBBBBBBBZeGU2BBBCMsBBHrBCgEBBBBBBBBBBBBBBMtEcpMCsBBRCFniBccypBswB47kNBBBBBBBBBBBBBhcjG6BWJM2L4BkBBwCBQmIBRBBCzBz1BBCBClBBBbBB94BhueB57NG9aJfR0BqBBBBBBBBB&iv=8&qt=0&gz=0&hh=0&hn=0&tw=&qc=0&qd=0&qf=320&qe=50&qh=320&qg=50&qm=240&qa=414&qb=896&qi=414&qj=896&to=00&po=1-0020002000002120&vy=ot%24b%5Bh%40%22oDgO%7BcEK%3A%3AG5C%22%3Ex%3FjcReUOJHapzs1CoK%2Bdr&ql=&qo=0&qr=0&bq=0&g=1&hq=1&hs=0&hu=0&hr=0&ht=0&dnt=0&h=50&w=320&rm=0&zGSRC=1&gu=https%3A%2F%2Fpubads.g.doubleclick.net%2Fgampad%2Fads%3Fcaps%3DinteractiveVideo_inlineVideo_mraid1_mraid2_mraid3_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_aso_sfv_dinm_dim_nav_navc_ct_scroll_dinmo_gls_saiMacro_cpcbg_gcache_aboi_xSeconds%26format%3D300x50_as%26js%3Dafma-sdk-i-v7.55.0%26preqs%3D0%26seq_num%3D1%23caps%3DinteractiveVideo_inlineVideo_mraid1_mraid2_mraid3_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_aso_sfv_dinm_dim_nav_navc_ct_scroll_dinmo_gls_saiMacro_cpcbg_gcache_aboi_xSeconds%26format%3D300x50_as%26js%3Dafma-sdk-i-v7.55.0%26preqs%3D0%26seq_num%3D1&id=1&ii=4&f=0&j=&t=1590207275114&de=657887286010&cu=1590207275114&m=5318&ar=773ca0ddbd-clean&iw=251a815&cb=1&ym=0&ll=1&lm=0&ln=0&r=0&dl=0&dn=0&gh=1&xx=undefined%3A871043678126&td=1&lk=undefined&lb=50&le=1&lf=257&lg=0&lh=17&ch=0&vv=0&vw=0%3A0%3A0&vp=undefined&vx=-%3A-%3A-&pe=1%3A-%3A-%3A-%3A-&as=0&ag=0&an=0&gf=0&gg=0&ix=0&pg=0&pf=0&cc=0&bw=0&bx=0&im=0&in=0&pd=0&em=0&en=0&st=1&su=1&of=1&oz=1&oe=0%3A0%3A0%3Anull%3A-1%3Anull%3A-1%3Anull%3A-1&bu=5101&cd=37&ah=5101&am=37&rf=0&re=0&wb=0&cl=0&at=0&d=31887523%3A2647788145%3A5263648071%3A138299753082&bo=8004&bd=36151603&gw=clearchanneldfp218445832525&zMoatDomain=doubleclick.net&zMoatSubdomain=pubads.g.doubleclick.net&zMoatCP=8004&zMoatMMV_MAX=na&zMoatCURL=pubads.g.doubleclick.net%2Fgampad%2Fads&zMoatDev=App&hv=Standard%20Image%20Ad%20finding%20&ab=1&ac=1&fd=1&kt=null&it=500&oq=0&ot=0&lv=3&zl=0&zMoatJS=3%3A-&ti=0&ih=1&tz=8004&iq=na&tt=na&tu=&tp=&tc=0&cm=1&fs=181153&na=187234273&cs=0,COMPLETE,200,https,GET,image/gif,/192.168.1.164,49534,px.moatads.com/23.52.163.40,443,,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,14,,,,3,2,9,184.29102,784.1797,113.76953,,2409,,,190,43,,
https://us.api.iheart.com/api/v2/content/liveStations/6732?X-hostName=iphone.mobile.us&allMarkets=true,COMPLETE,200,https,GET,application/json;charset=utf-8,/192.168.1.164,49538,us.api.iheart.com/151.101.209.13,443,,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,28,1,7,12,1,1,6,82.20508,1042.9688,1258.7891,726,342,,372,0,917,,56.2%
https://us-events.api.iheart.com/events,COMPLETE,202,https,POST,,/192.168.1.164,49492,us-events.api.iheart.com/151.101.210.84,443,,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,19,,,,2,1,16,93.95508,842.28516,100.58594,,14,1711,,103,0,,
https://clearchannel.sc.omtrdc.net/b/ss/cccorporate55/10/OIP-4.16.0/s84148224,COMPLETE,200,https,POST,application/x-javascript;charset=utf-8,/192.168.1.164,49360,clearchannel.sc.omtrdc.net/3.234.115.12,443,,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,34,,,,4,0,30,66.549805,499.26758,0.0,,46,1999,,214,58,,
https://us-events.api.iheart.com/events,COMPLETE,202,https,POST,,/192.168.1.164,49492,us-events.api.iheart.com/151.101.210.84,443,,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,18,,,,1,1,16,86.75098,1483.3984,78.125,,14,1505,,80,0,,
https://clearchannel.sc.omtrdc.net/b/ss/cccorporate55/10/OIP-4.16.0/s95756288,COMPLETE,200,https,POST,application/x-javascript;charset=utf-8,/192.168.1.164,49360,clearchannel.sc.omtrdc.net/3.234.115.12,443,,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,31,,,,0,4,27,61.83789,0.0,49.316406,,46,1715,,144,58,,
https://us.api.iheart.com/api/v3/session/setActiveStreamer,COMPLETE,200,https,POST,,/192.168.1.164,49539,us.api.iheart.com/151.101.209.13,443,,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,43,3,7,11,0,1,21,33.043945,0.0,363.28125,726,357,0,372,0,0,,
https://us.api.iheart.com/api/v2/content/liveStations/6732?allMarkets=true,COMPLETE,200,https,GET,application/json;charset=utf-8,/192.168.1.164,49494,us.api.iheart.com/151.101.209.13,443,,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,7,,,,0,0,7,171.875,0.0,0.0,,314,,,0,918,,56.2%
https://us-events.api.iheart.com/events,COMPLETE,202,https,POST,,/192.168.1.164,49492,us-events.api.iheart.com/151.101.210.84,443,,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,17,,,,1,0,16,105.75586,1719.7266,0.0,,14,1747,,80,0,,
https://clearchannel.sc.omtrdc.net/b/ss/cccorporate55/10/OIP-4.16.0/s85262592,COMPLETE,200,https,POST,application/x-javascript;charset=utf-8,/192.168.1.164,49360,clearchannel.sc.omtrdc.net/3.234.115.12,443,,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,23 May 2020 00:14:40,34,,,,1,1,32,65.94629,2044.9219,197.26562,,46,2048,,144,58,,
